Date,Sales,Orders,Average_Order_Value
2025-09-13,531995,567,938.26
2025-09-14,532261,542,982.03
2025-09-15,532888,574,928.38
2025-09-16,524160,584,897.53
2025-09-17,534923,496,1078.47
2025-09-18,523952,507,1033.44
2025-09-19,527294,593,889.2
2025-09-20,543467,546,995.36
2025-09-21,539929,606,890.97
2025-09-22,530841,621,854.82
2025-09-23,526219,510,1031.8
2025-09-24,528123,649,813.75
2025-09-25,530892,518,1024.89
2025-09-26,530792,571,929.58
2025-09-27,534780,573,933.3
2025-09-28,535120,544,983.68
2025-09-29,529868,532,995.99
2025-09-30,524423,593,884.36
2025-10-01,528670,525,1006.99
2025-10-02,535197,558,959.13
2025-10-03,525015,618,849.54
2025-10-04,534916,571,936.81
2025-10-05,532181,502,1060.12
2025-10-06,531976,491,1083.45
2025-10-07,529836,526,1007.29
2025-10-08,538347,630,854.52
2025-10-09,534098,540,989.07
2025-10-10,526039,517,1017.48
2025-10-11,539592,535,1008.58
2025-10-12,533219,526,1013.72
2025-10-13,529747,541,979.2
2025-10-14,533899,565,944.95
2025-10-15,530422,588,902.08
2025-10-16,536806,673,797.63
2025-10-17,529461,542,976.87
2025-10-18,534825,554,965.39
2025-10-19,534825,538,994.1
2025-10-20,530907,630,842.71
2025-10-21,538577,538,1001.07
2025-10-22,536644,482,1113.37
2025-10-23,541699,566,957.07
2025-10-24,544403,576,945.14
2025-10-25,534259,548,974.93
2025-10-26,539419,485,1112.2
2025-10-27,529519,610,868.06
2025-10-28,531528,550,966.41
2025-10-29,532413,601,885.88
2025-10-30,530717,586,905.66
2025-10-31,530971,561,946.47
2025-11-01,539792,510,1058.42
2025-11-02,535208,489,1094.49
2025-11-03,540220,548,985.8
2025-11-04,532552,579,919.78
2025-11-05,549583,478,1149.76
2025-11-06,535172,584,916.39
2025-11-07,537795,595,903.86
2025-11-08,536416,664,807.86
2025-11-09,550201,518,1062.16
2025-11-10,543346,529,1027.12
2025-11-11,539934,472,1143.93
2025-11-12,532832,635,839.11
2025-11-13,540141,506,1067.47
2025-11-14,534452,559,956.09
2025-11-15,550890,543,1014.53
2025-11-16,548266,670,818.31
2025-11-17,540876,507,1066.82
2025-11-18,529809,523,1013.02
2025-11-19,536679,567,946.52
2025-11-20,544536,544,1000.99
2025-11-21,547241,616,888.38
2025-11-22,551621,610,904.3
2025-11-23,539818,591,913.4
2025-11-24,544196,679,801.47
2025-11-25,547771,538,1018.16
2025-11-26,536106,513,1045.04
2025-11-27,543905,608,894.58
2025-11-28,545550,558,977.69
2025-11-29,547847,590,928.55
2025-11-30,541252,554,976.99
2025-12-01,553013,615,899.21
2025-12-02,553403,629,879.81
2025-12-03,554611,536,1034.72
2025-12-04,553147,585,945.55
2025-12-05,554100,498,1112.65
2025-12-06,560831,588,953.79
2025-12-07,563420,643,876.24
2025-12-08,555984,530,1049.03
2025-12-09,555939,556,999.89
2025-12-10,558632,554,1008.36
2025-12-11,550010,526,1045.65
2025-12-12,561243,625,897.99
2025-12-13,564040,600,940.07
2025-12-14,564672,603,936.44
2025-12-15,564771,667,846.73
2025-12-16,552119,594,929.49
2025-12-17,552488,523,1056.38
2025-12-18,563069,581,969.14
2025-12-19,562276,668,841.73
2025-12-20,568049,688,825.65
2025-12-21,565682,522,1083.68
2025-12-22,566733,601,942.98
2025-12-23,568427,633,897.99
2025-12-24,566897,611,927.82
2025-12-25,564039,678,831.92
2025-12-26,556224,523,1063.53
2025-12-27,574171,625,918.67
2025-12-28,576710,544,1060.13
2025-12-29,570120,598,953.38
2025-12-30,563770,530,1063.72
2025-12-31,571274,589,969.9
